employee_index_id,full_name,first_name,last_name,date_of_birth,age,gender,marital_status,nationality,race,work_pass_type,mobile_number,personal_email,work_email,industry,job_title,employment_type,employment_status,employment_start_date,leave_taken,department
268,Jennifer Bond,Jennifer,Bond,1989-03-29,36,Female,Single,Chinese (PRC),Indian,S Pass,92167896,walkertina@holden-christensen.org,jennifer.bond@company.com,Wholesale,Purchasing Executive,Full-Time,Resigned,2023-10-11,3,Legal
269,Edward Chambers,Edward,Chambers,1991-08-26,34,Female,Divorced,Singaporean,Indian,Citizen / PR,98557608,seanperez@porter-huang.net,edward.chambers@company.com,IT,IT Manager,Contract,Active,2024-02-21,8,Marketing
270,Sharon Johnson,Sharon,Johnson,1979-03-26,46,Male,Divorced,Singaporean,Eurasian,Citizen / PR,90360146,stricklandmegan@hotmail.com,sharon.johnson@company.com,Wholesale,Warehouse Manager,Part-Time,Resigned,2024-12-10,12,Legal
271,Carol Jones,Carol,Jones,2005-07-15,20,Female,Married,Singaporean,Others,Citizen / PR,94491076,millerjason@walker-cantu.com,carol.jones@company.com,IT,Cloud Architect,Contract,Resigned,2018-01-31,4,Engineering
272,Frank Allen,Frank,Allen,1995-01-28,30,Male,Single,Singaporean,Indian,Citizen / PR,99075237,debraclark@hotmail.com,frank.allen@company.com,Service,Service Manager,Contract,Probation,2018-12-22,18,Product
273,James Orr,James,Orr,2001-10-21,24,Female,Single,Singaporean,Chinese,Citizen / PR,91533567,cathy98@maxwell-ford.com,james.orr@company.com,Service,Service Coordinator,Full-Time,Active,2024-09-18,13,Legal
274,Monica Hendrix,Monica,Hendrix,2003-07-07,22,Female,Divorced,Singaporean,Malay,Citizen / PR,90464569,brownelizabeth@hotmail.com,monica.hendrix@company.com,Service,Service Manager,Full-Time,Active,2023-10-25,3,Engineering
275,David Chapman,David,Chapman,1988-04-01,37,Female,Married,Singaporean,Malay,Citizen / PR,91885859,ballnicholas@franco.com,david.chapman@company.com,Service,Field Service Technician,Part-Time,Probation,2023-02-25,1,Human Resources
276,Jacqueline Dunn,Jacqueline,Dunn,1985-01-30,40,Male,Married,Singaporean,Eurasian,Citizen / PR,90591515,zbrown@gmail.com,jacqueline.dunn@company.com,Service,Field Service Technician,Contract,Active,2024-09-07,7,Operations
277,David Roy,David,Roy,1993-10-19,32,Female,Married,Singaporean,Indian,Citizen / PR,94715679,kimberlygreene@gmail.com,david.roy@company.com,Wholesale,Inventory Coordinator,Contract,Probation,2018-10-02,12,Legal
278,Christopher Perry,Christopher,Perry,1974-06-29,51,Female,Married,Singaporean,Indian,Citizen / PR,90873276,hwilliamson@hotmail.com,christopher.perry@company.com,IT,Software Engineer,Contract,Probation,2016-07-26,0,IT Support
279,Brady Garcia,Brady,Garcia,1977-09-15,48,Female,Single,Singaporean,Others,Citizen / PR,95558315,stewartemily@richardson-fox.com,brady.garcia@company.com,Wholesale,Wholesale Manager,Contract,Resigned,2024-06-10,18,IT Support
280,Lisa Brown,Lisa,Brown,1999-01-18,26,Male,Married,Singaporean,Malay,Citizen / PR,99509162,shannon85@johnson.com,lisa.brown@company.com,IT,System Analyst,Contract,Active,2021-01-14,17,Operations
281,Allen Francis,Allen,Francis,1988-05-21,37,Female,Divorced,Vietnamese,Others,Work Permit (WP),90626386,nicolescott@cook.com,allen.francis@company.com,Wholesale,Purchasing Executive,Contract,Probation,2016-01-30,12,Finance
282,Bobby Guerra,Bobby,Guerra,1968-12-09,57,Female,Married,Singaporean,Chinese,Citizen / PR,99325228,jeremyprice@myers-smith.com,bobby.guerra@company.com,Service,Field Service Technician,Part-Time,Probation,2020-03-02,18,Human Resources
283,Laura Wright,Laura,Wright,1969-04-07,56,Female,Married,Singaporean,Indian,Citizen / PR,91947335,austin92@vang.com,laura.wright@company.com,Service,Operations Executive,Contract,Resigned,2020-01-28,12,IT Support
284,Kimberly Brown,Kimberly,Brown,1992-12-02,33,Female,Single,Singaporean,Indian,Citizen / PR,92589072,melaniehansen@gmail.com,kimberly.brown@company.com,IT,Full Stack Developer,Full-Time,Probation,2017-06-22,6,Engineering
285,Anthony Floyd,Anthony,Floyd,1996-04-02,29,Female,Single,Singaporean,Others,Citizen / PR,91022195,susanbanks@bennett.org,anthony.floyd@company.com,Service,Service Coordinator,Contract,Resigned,2022-07-10,8,Sales
286,Tracy Green,Tracy,Green,1999-03-04,26,Female,Single,Singaporean,Others,Citizen / PR,98254785,lauranovak@gmail.com,tracy.green@company.com,Service,Field Service Technician,Part-Time,Resigned,2017-07-22,18,Sales
287,Colin Stevens,Colin,Stevens,1979-03-18,46,Male,Single,Singaporean,Eurasian,Citizen / PR,91055889,shannon97@hotmail.com,colin.stevens@company.com,Service,Service Manager,Full-Time,Resigned,2020-11-27,18,Operations
288,Kevin Richardson,Kevin,Richardson,1968-01-02,57,Male,Divorced,Singaporean,Malay,Citizen / PR,91078477,carlsoncatherine@turner-brooks.net,kevin.richardson@company.com,Service,Field Service Technician,Contract,Resigned,2019-08-13,1,Sales
289,Johnny Klein,Johnny,Klein,1975-05-26,50,Female,Married,Thai,Others,Employment Pass (EP),93929037,nelsonjames@hotmail.com,johnny.klein@company.com,Service,Service Manager,Full-Time,Resigned,2024-12-25,9,Marketing
290,Taylor Choi,Taylor,Choi,1984-10-12,41,Male,Single,Singaporean,Others,Citizen / PR,94065929,zwalter@hotmail.com,taylor.choi@company.com,IT,Software Engineer,Part-Time,Resigned,2018-03-16,0,Product
291,Debra Peck,Debra,Peck,1967-05-01,58,Male,Divorced,Singaporean,Indian,Citizen / PR,93474128,mitchellrhonda@garcia.com,debra.peck@company.com,Service,Operations Executive,Part-Time,Active,2023-04-27,9,Marketing
292,Heather Webb,Heather,Webb,2000-01-01,25,Female,Divorced,Singaporean,Eurasian,Citizen / PR,93671315,grantalan@davis-rodriguez.com,heather.webb@company.com,Wholesale,Sales Executive,Part-Time,Probation,2020-02-14,8,Engineering
293,Eric Baker,Eric,Baker,1988-09-02,37,Female,Married,Singaporean,Indian,Citizen / PR,93216673,aruiz@simon.com,eric.baker@company.com,Service,Service Manager,Part-Time,Resigned,2025-08-18,19,IT Support
294,Shelly Jones,Shelly,Jones,1993-05-04,32,Female,Married,Indian,Indian,Work Permit (WP),93331735,steven21@hotmail.com,shelly.jones@company.com,Service,Field Service Technician,Full-Time,Probation,2017-04-01,12,Product
295,Nicole Jones,Nicole,Jones,1977-03-23,48,Female,Married,Singaporean,Others,Citizen / PR,94646866,andrewclark@hurley.net,nicole.jones@company.com,IT,Cloud Architect,Contract,Active,2025-10-15,9,IT Support
296,Sarah Mcgee,Sarah,Mcgee,1981-05-27,44,Female,Single,Singaporean,Indian,Citizen / PR,96098664,meganmyers@hampton.org,sarah.mcgee@company.com,Wholesale,Warehouse Manager,Contract,Resigned,2015-11-23,15,Product
297,Kenneth Reyes,Kenneth,Reyes,2005-02-02,20,Male,Divorced,Others,Indian,Employment Pass (EP),90337081,renee48@sellers.com,kenneth.reyes@company.com,Service,Front Desk Officer,Full-Time,Active,2023-08-16,0,Marketing
298,Melinda Jones,Melinda,Jones,1981-12-30,44,Female,Divorced,Singaporean,Indian,Citizen / PR,90357786,roybeth@adams-rodriguez.com,melinda.jones@company.com,Service,Operations Executive,Full-Time,Resigned,2017-12-13,18,Product
299,Raymond Moore,Raymond,Moore,1994-02-24,31,Female,Married,Singaporean,Others,Citizen / PR,95364141,matthewthompson@hotmail.com,raymond.moore@company.com,Wholesale,Supplier Relations Officer,Part-Time,Active,2025-01-12,18,Marketing
300,Charles Perry,Charles,Perry,2003-07-08,22,Male,Divorced,Singaporean,Eurasian,Citizen / PR,94686047,ryanstokes@wilkins.org,charles.perry@company.com,IT,System Analyst,Full-Time,Active,2022-09-05,11,Operations
301,Cindy Taylor,Cindy,Taylor,1991-08-26,34,Female,Divorced,Singaporean,Indian,Citizen / PR,94746181,mccoykayla@gmail.com,cindy.taylor@company.com,Service,Service Manager,Part-Time,Active,2022-07-01,9,Engineering
302,Frederick Preston,Frederick,Preston,1965-07-19,60,Male,Divorced,Singaporean,Others,Citizen / PR,91757797,mooremichelle@hotmail.com,frederick.preston@company.com,Wholesale,Supplier Relations Officer,Part-Time,Resigned,2018-09-07,9,Product
303,Sherri Sanchez,Sherri,Sanchez,1973-12-12,52,Male,Divorced,Singaporean,Eurasian,Citizen / PR,93402783,znielsen@reid.info,sherri.sanchez@company.com,Service,Customer Service Officer,Contract,Probation,2017-09-30,12,Sales
304,Travis Burke,Travis,Burke,2000-10-25,25,Female,Married,Singaporean,Others,Citizen / PR,90062359,njohnson@hoffman.biz,travis.burke@company.com,Wholesale,Warehouse Manager,Full-Time,Resigned,2022-01-05,8,Engineering
305,Andrew Garcia,Andrew,Garcia,2004-11-30,21,Male,Divorced,Singaporean,Indian,Citizen / PR,92744204,banksblake@hotmail.com,andrew.garcia@company.com,Wholesale,Supplier Relations Officer,Full-Time,Resigned,2024-04-10,15,Product
306,Danielle Curtis,Danielle,Curtis,1975-08-23,50,Male,Single,Singaporean,Chinese,Citizen / PR,90696983,john30@yahoo.com,danielle.curtis@company.com,IT,Cloud Architect,Contract,Resigned,2021-11-09,13,Finance
307,Michael Robles,Michael,Robles,1978-03-25,47,Female,Single,Singaporean,Others,Citizen / PR,91837714,virginia11@fields.org,michael.robles@company.com,Wholesale,Inventory Coordinator,Contract,Probation,2023-11-21,4,Finance
308,Lisa Chase,Lisa,Chase,1991-01-02,34,Male,Single,Indian,Others,LTVP,92931192,julie31@yahoo.com,lisa.chase@company.com,IT,Software Engineer,Part-Time,Probation,2018-08-08,2,Legal
309,Donald Duran,Donald,Duran,1999-12-01,26,Male,Single,Singaporean,Malay,Citizen / PR,98875673,mlynch@brown.com,donald.duran@company.com,Wholesale,Wholesale Manager,Part-Time,Probation,2021-09-29,4,Legal
310,Angela Goodman,Angela,Goodman,1987-09-22,38,Male,Married,Singaporean,Indian,Citizen / PR,99800547,kwells@hotmail.com,angela.goodman@company.com,Wholesale,Purchasing Executive,Part-Time,Probation,2023-08-31,12,Engineering
311,Paula Walker,Paula,Walker,1988-01-30,37,Male,Divorced,Indian,Malay,Employment Pass (EP),92024008,qmartinez@velazquez.com,paula.walker@company.com,Service,Operations Executive,Full-Time,Active,2022-08-01,7,Product
312,Kelly Spence,Kelly,Spence,2005-04-07,20,Male,Single,Singaporean,Malay,Citizen / PR,99353763,olivia53@nelson-martin.com,kelly.spence@company.com,IT,DevOps Engineer,Part-Time,Probation,2022-08-06,8,Marketing
313,Raymond Marquez,Raymond,Marquez,1965-01-02,60,Male,Divorced,Malaysian,Malay,S Pass,96280548,kathyliu@gmail.com,raymond.marquez@company.com,IT,Software Engineer,Contract,Probation,2024-01-31,3,Sales
314,Adam Johnson,Adam,Johnson,1977-03-31,48,Male,Single,Indonesian,Malay,Employment Pass (EP),99794593,taylorlindsay@gmail.com,adam.johnson@company.com,IT,Cloud Architect,Contract,Resigned,2019-03-20,16,Marketing
315,Andrew Nelson,Andrew,Nelson,1966-05-07,59,Male,Divorced,Filipino,Others,Work Permit (WP),91060182,michael61@gmail.com,andrew.nelson@company.com,Service,Customer Service Officer,Part-Time,Resigned,2017-12-25,6,Engineering
316,Tamara Patton,Tamara,Patton,1980-12-14,45,Female,Married,Singaporean,Eurasian,Citizen / PR,94877881,jonathan01@hotmail.com,tamara.patton@company.com,Wholesale,Sales Executive,Full-Time,Probation,2022-08-25,5,IT Support
317,Rebecca Myers,Rebecca,Myers,1981-02-23,44,Female,Divorced,Singaporean,Chinese,Citizen / PR,96692838,morristyler@fields.net,rebecca.myers@company.com,IT,IT Manager,Part-Time,Resigned,2023-12-03,15,Marketing
318,Chad Ortega,Chad,Ortega,2005-10-17,20,Male,Divorced,Singaporean,Malay,Citizen / PR,92631702,maureen86@yahoo.com,chad.ortega@company.com,Service,Service Coordinator,Part-Time,Active,2024-09-02,11,Human Resources
319,Kenneth Jarvis,Kenneth,Jarvis,1998-02-28,27,Female,Divorced,Vietnamese,Indian,LTVP,98670689,frazierphilip@gmail.com,kenneth.jarvis@company.com,Wholesale,Warehouse Manager,Contract,Resigned,2023-01-24,17,Engineering
320,Erik Baker,Erik,Baker,1978-09-13,47,Male,Divorced,Singaporean,Indian,Citizen / PR,92265645,joshuacastillo@hotmail.com,erik.baker@company.com,IT,Network Engineer,Contract,Resigned,2017-05-09,13,Engineering
321,Susan Brandt,Susan,Brandt,1990-07-11,35,Female,Married,Malaysian,Indian,LTVP,98633630,newtonpaul@bentley.biz,susan.brandt@company.com,IT,Network Engineer,Contract,Active,2017-11-04,8,Engineering
322,Erik Wilson,Erik,Wilson,2005-04-27,20,Male,Married,Vietnamese,Chinese,S Pass,94278218,beangeorge@todd-lawrence.com,erik.wilson@company.com,Wholesale,Sales Executive,Part-Time,Probation,2019-09-23,5,Marketing
323,Robert Johnson,Robert,Johnson,1996-03-20,29,Female,Married,Singaporean,Chinese,Citizen / PR,92036329,stephaniehall@tran-bryan.com,robert.johnson@company.com,Service,Operations Executive,Full-Time,Active,2021-03-16,6,Legal
324,Destiny Simpson,Destiny,Simpson,1981-06-20,44,Female,Divorced,Myanmar,Chinese,Employment Pass (EP),96428880,josephgarcia@phelps.org,destiny.simpson@company.com,Wholesale,Inventory Coordinator,Contract,Active,2018-12-29,2,Sales
325,John West,John,West,1983-04-12,42,Male,Married,Singaporean,Eurasian,Citizen / PR,97476854,brendabrown@hotmail.com,john.west@company.com,IT,Database Administrator,Contract,Resigned,2022-08-10,5,Product
326,Marissa Smith,Marissa,Smith,1971-06-01,54,Female,Single,Myanmar,Eurasian,Work Permit (WP),98502372,gmoreno@chavez-ray.biz,marissa.smith@company.com,Service,Service Coordinator,Part-Time,Probation,2016-03-20,9,Marketing
327,Sherri Adams,Sherri,Adams,1972-02-26,53,Male,Single,Singaporean,Chinese,Citizen / PR,94573131,michaelgibbs@mahoney-mccullough.com,sherri.adams@company.com,IT,System Analyst,Contract,Probation,2019-07-23,5,IT Support
328,Yolanda Lowe,Yolanda,Lowe,2001-01-25,24,Female,Divorced,Singaporean,Eurasian,Citizen / PR,93258889,garciabrittany@gmail.com,yolanda.lowe@company.com,Service,Customer Service Officer,Part-Time,Probation,2016-09-23,9,Finance
329,Shane Jones,Shane,Jones,2003-05-19,22,Female,Single,Myanmar,Malay,LTVP,90511270,brettwilson@edwards.com,shane.jones@company.com,Service,Customer Service Officer,Full-Time,Active,2024-01-24,0,Engineering
330,Caitlyn Brown,Caitlyn,Brown,1967-05-09,58,Female,Single,Singaporean,Indian,Citizen / PR,93804766,romanchristian@anderson-hernandez.com,caitlyn.brown@company.com,Wholesale,Supplier Relations Officer,Part-Time,Resigned,2019-11-10,13,Product
331,Judy Moore,Judy,Moore,2000-03-23,25,Male,Single,Malaysian,Indian,S Pass,90917522,emilyelliott@hotmail.com,judy.moore@company.com,Wholesale,Inventory Coordinator,Part-Time,Active,2023-11-23,15,IT Support
332,Juan Ellison,Juan,Ellison,1980-11-05,45,Male,Married,Others,Eurasian,Work Permit (WP),93430866,ramosstacy@carlson.net,juan.ellison@company.com,IT,System Analyst,Contract,Resigned,2020-07-05,4,Product
333,Rebecca Dunn,Rebecca,Dunn,1978-11-25,47,Female,Married,Singaporean,Indian,Citizen / PR,91370320,rcortez@yahoo.com,rebecca.dunn@company.com,Wholesale,Purchasing Executive,Contract,Resigned,2025-10-13,3,Human Resources
334,Thomas Schmidt,Thomas,Schmidt,1973-01-30,52,Female,Divorced,Singaporean,Indian,Citizen / PR,97746133,mckenzieelizabeth@smith.com,thomas.schmidt@company.com,Service,Front Desk Officer,Contract,Active,2020-09-29,17,Finance
335,Natalie Huerta,Natalie,Huerta,1972-03-16,53,Female,Married,Malaysian,Chinese,LTVP,98559300,nmurphy@collins.biz,natalie.huerta@company.com,IT,IT Manager,Contract,Active,2020-08-06,4,Operations
336,Kenneth Harris,Kenneth,Harris,1976-04-10,49,Male,Single,Singaporean,Malay,Citizen / PR,95843767,rmorris@meadows.org,kenneth.harris@company.com,Service,Customer Service Officer,Contract,Resigned,2019-01-19,5,Marketing
337,Audrey Smith,Audrey,Smith,1970-09-02,55,Female,Married,Singaporean,Eurasian,Citizen / PR,97596853,cthomas@lin.com,audrey.smith@company.com,IT,Cloud Architect,Part-Time,Probation,2016-03-31,19,IT Support
338,Haley Freeman,Haley,Freeman,1982-08-10,43,Female,Single,Singaporean,Malay,Citizen / PR,93929653,donald46@kennedy-wheeler.biz,haley.freeman@company.com,Service,Customer Service Officer,Contract,Probation,2021-02-09,16,Engineering
339,Jose Baxter,Jose,Baxter,1976-03-16,49,Male,Divorced,Singaporean,Eurasian,Citizen / PR,96921516,john67@grant.info,jose.baxter@company.com,Service,Operations Executive,Full-Time,Active,2018-08-16,2,IT Support
340,Ashley Vaughn,Ashley,Vaughn,1996-08-02,29,Female,Divorced,Singaporean,Malay,Citizen / PR,94872247,walkermonica@fuentes.com,ashley.vaughn@company.com,IT,Database Administrator,Contract,Active,2019-01-24,17,Engineering
341,Tabitha Ellison,Tabitha,Ellison,1975-09-05,50,Male,Divorced,Singaporean,Chinese,Citizen / PR,95701332,allison60@blair.com,tabitha.ellison@company.com,IT,IT Manager,Part-Time,Probation,2023-06-05,11,Engineering
342,Melissa Marshall,Melissa,Marshall,2005-10-17,20,Female,Married,Vietnamese,Eurasian,S Pass,95587511,thomasross@hotmail.com,melissa.marshall@company.com,IT,Network Engineer,Part-Time,Resigned,2022-08-12,15,Product
343,Scott Reeves,Scott,Reeves,1986-02-22,39,Female,Single,Singaporean,Chinese,Citizen / PR,94639337,jessica52@yahoo.com,scott.reeves@company.com,IT,DevOps Engineer,Full-Time,Active,2018-10-21,16,IT Support
344,Charles Nguyen,Charles,Nguyen,1965-11-27,60,Female,Single,Singaporean,Chinese,Citizen / PR,97502239,jennifer99@combs.com,charles.nguyen@company.com,Wholesale,Supplier Relations Officer,Part-Time,Resigned,2022-07-28,5,Marketing
345,Melissa Williams,Melissa,Williams,1974-12-01,51,Male,Married,Singaporean,Eurasian,Citizen / PR,92930310,nicolehernandez@yahoo.com,melissa.williams@company.com,Wholesale,Supplier Relations Officer,Full-Time,Active,2018-02-19,2,Legal
346,Whitney Skinner,Whitney,Skinner,1973-09-26,52,Male,Divorced,Myanmar,Malay,LTVP,99232378,curtismatthew@huffman.com,whitney.skinner@company.com,Service,Field Service Technician,Part-Time,Probation,2018-06-24,13,Human Resources
347,Kristine Little,Kristine,Little,1969-01-14,56,Female,Married,Indonesian,Eurasian,Employment Pass (EP),96555359,smartin@hotmail.com,kristine.little@company.com,IT,Full Stack Developer,Contract,Resigned,2023-05-14,8,Operations
348,Kristine Chang,Kristine,Chang,1988-09-15,37,Male,Single,Singaporean,Indian,Citizen / PR,98472680,ovega@thornton-acosta.com,kristine.chang@company.com,IT,DevOps Engineer,Full-Time,Active,2019-07-11,1,IT Support
349,Brandon Sanchez,Brandon,Sanchez,2004-05-04,21,Female,Divorced,Singaporean,Others,Citizen / PR,95625927,bowerssteve@cook-roberts.com,brandon.sanchez@company.com,IT,AI Engineer,Full-Time,Active,2019-07-11,3,Product
350,Anthony Newton,Anthony,Newton,2004-02-12,21,Female,Single,Malaysian,Chinese,Employment Pass (EP),94615642,alexis07@delacruz-hill.info,anthony.newton@company.com,Service,Front Desk Officer,Contract,Probation,2016-06-10,16,Operations
351,Jacob Bowen,Jacob,Bowen,1984-07-19,41,Female,Single,Vietnamese,Indian,S Pass,98752944,douglashawkins@bowers.com,jacob.bowen@company.com,Wholesale,Warehouse Manager,Part-Time,Probation,2021-05-30,17,Finance
352,Christina Lewis,Christina,Lewis,2004-04-16,21,Female,Married,Singaporean,Indian,Citizen / PR,98820347,kgregory@gmail.com,christina.lewis@company.com,IT,Database Administrator,Full-Time,Probation,2019-12-05,9,Legal
353,Teresa Martin,Teresa,Martin,1995-04-09,30,Male,Married,Bangladeshi,Malay,Employment Pass (EP),93207756,haleynelson@benitez.org,teresa.martin@company.com,Wholesale,Purchasing Executive,Contract,Resigned,2019-09-13,19,Engineering
354,Douglas Aguirre,Douglas,Aguirre,2002-04-13,23,Female,Married,Singaporean,Chinese,Citizen / PR,98027768,hendersoncraig@yahoo.com,douglas.aguirre@company.com,Service,Operations Executive,Part-Time,Resigned,2017-07-28,8,Human Resources
355,Joshua Sanders,Joshua,Sanders,1976-09-17,49,Female,Married,Singaporean,Eurasian,Citizen / PR,92797335,mthomas@gmail.com,joshua.sanders@company.com,Service,Field Service Technician,Full-Time,Probation,2016-07-15,2,IT Support
356,Joshua White,Joshua,White,2002-04-10,23,Male,Married,Thai,Eurasian,Employment Pass (EP),92855798,anthony02@martin.com,joshua.white@company.com,IT,IT Manager,Contract,Probation,2018-07-18,1,Operations
357,Ian Orr,Ian,Orr,1991-06-29,34,Male,Married,Singaporean,Malay,Citizen / PR,95596240,tannerjoseph@williams.biz,ian.orr@company.com,Service,Customer Service Officer,Part-Time,Probation,2021-02-24,13,Marketing
358,Joanna Graham,Joanna,Graham,1994-04-16,31,Female,Single,Singaporean,Malay,Citizen / PR,93561634,rivasbilly@gmail.com,joanna.graham@company.com,Service,Service Coordinator,Contract,Active,2019-10-15,13,Marketing
359,Christine Harris,Christine,Harris,1999-11-20,26,Female,Married,Thai,Indian,LTVP,95829003,cpearson@hotmail.com,christine.harris@company.com,Wholesale,Inventory Coordinator,Part-Time,Probation,2016-05-13,10,Engineering
360,Laura Lee,Laura,Lee,1984-11-12,41,Male,Single,Chinese (PRC),Chinese,LTVP,98707542,sara08@yahoo.com,laura.lee@company.com,IT,Full Stack Developer,Part-Time,Active,2019-07-23,4,Legal
361,Lisa Watts,Lisa,Watts,1982-04-19,43,Female,Married,Singaporean,Chinese,Citizen / PR,92249138,jenniferbecker@collins-rivera.com,lisa.watts@company.com,Wholesale,Inventory Coordinator,Part-Time,Resigned,2017-11-14,10,Sales
362,Maria Taylor,Maria,Taylor,1982-06-23,43,Female,Single,Singaporean,Indian,Citizen / PR,91864271,lisafletcher@hernandez.org,maria.taylor@company.com,Wholesale,Wholesale Manager,Contract,Resigned,2018-10-27,0,Operations
363,Joy Blevins,Joy,Blevins,1990-10-23,35,Female,Married,Vietnamese,Eurasian,Employment Pass (EP),95187817,christophercook@bennett.com,joy.blevins@company.com,Service,Service Coordinator,Part-Time,Probation,2019-08-26,16,Engineering
364,Kristen Reynolds,Kristen,Reynolds,1991-01-07,34,Female,Married,Singaporean,Eurasian,Citizen / PR,92588435,patelashley@gmail.com,kristen.reynolds@company.com,Service,Customer Service Officer,Part-Time,Active,2019-09-28,12,Product
365,Valerie Hull,Valerie,Hull,2005-06-02,20,Male,Married,Filipino,Chinese,S Pass,99088676,william68@hotmail.com,valerie.hull@company.com,Service,Front Desk Officer,Full-Time,Active,2020-10-12,10,Sales
366,Stephen Branch,Stephen,Branch,1965-01-18,60,Female,Divorced,Singaporean,Chinese,Citizen / PR,93215934,brittany40@hotmail.com,stephen.branch@company.com,IT,Network Engineer,Part-Time,Probation,2022-02-03,6,Marketing
367,Gina Johnson,Gina,Johnson,1976-08-25,49,Male,Married,Malaysian,Malay,S Pass,90818902,michelleross@blake-jackson.com,gina.johnson@company.com,Service,Service Manager,Full-Time,Resigned,2023-09-11,0,Operations
368,Heather Melendez,Heather,Melendez,1968-01-18,57,Female,Divorced,Indian,Eurasian,S Pass,95935662,uholmes@gmail.com,heather.melendez@company.com,Service,Field Service Technician,Part-Time,Active,2025-04-25,13,Finance
369,Robin Jones,Robin,Jones,1972-11-12,53,Male,Divorced,Indonesian,Others,S Pass,90666954,luismiranda@roth.com,robin.jones@company.com,Service,Service Manager,Full-Time,Active,2025-11-12,2,Sales
370,Joy Le,Joy,Le,1969-02-06,56,Male,Single,Bangladeshi,Others,Work Permit (WP),91396088,melissagarcia@gmail.com,joy.le@company.com,Wholesale,Purchasing Executive,Full-Time,Active,2017-12-22,16,IT Support
371,Stephanie Weaver,Stephanie,Weaver,1998-02-18,27,Male,Single,Filipino,Eurasian,LTVP,94804462,tchan@yahoo.com,stephanie.weaver@company.com,IT,Full Stack Developer,Contract,Probation,2018-05-25,9,Finance
372,Brian Erickson,Brian,Erickson,1997-06-11,28,Male,Married,Singaporean,Indian,Citizen / PR,94144373,vanceregina@torres.com,brian.erickson@company.com,Wholesale,Inventory Coordinator,Full-Time,Probation,2019-11-17,8,Engineering
373,Heather Novak,Heather,Novak,1989-07-14,36,Female,Divorced,Singaporean,Indian,Citizen / PR,95635482,traceyortiz@yahoo.com,heather.novak@company.com,IT,AI Engineer,Part-Time,Active,2018-09-02,3,Engineering
374,Sierra Santiago,Sierra,Santiago,1994-10-06,31,Female,Divorced,Singaporean,Malay,Citizen / PR,99228734,mooredebra@gmail.com,sierra.santiago@company.com,IT,Software Engineer,Full-Time,Probation,2025-11-17,12,Marketing
375,Rita Hanson,Rita,Hanson,1998-09-21,27,Female,Divorced,Singaporean,Indian,Citizen / PR,96641981,tmorales@robertson-wallace.com,rita.hanson@company.com,Wholesale,Warehouse Manager,Contract,Probation,2020-11-28,14,Marketing
376,Jackson Davidson,Jackson,Davidson,1966-06-01,59,Male,Married,Singaporean,Others,Citizen / PR,98431650,jasmine21@hanson-zhang.com,jackson.davidson@company.com,Service,Service Coordinator,Part-Time,Active,2019-03-12,0,Legal
377,Keith Johnson,Keith,Johnson,2002-08-21,23,Male,Single,Singaporean,Others,Citizen / PR,98003296,troy30@brown-melton.org,keith.johnson@company.com,Wholesale,Purchasing Executive,Part-Time,Active,2018-06-18,5,Finance
378,Erin Rogers,Erin,Rogers,1966-12-22,59,Female,Married,Malaysian,Others,Work Permit (WP),94882239,zbrooks@spencer-hill.com,erin.rogers@company.com,IT,Network Engineer,Contract,Resigned,2022-01-17,12,Human Resources
379,Brenda Orr,Brenda,Orr,1993-03-23,32,Female,Single,Singaporean,Others,Citizen / PR,99013094,larrygriffin@patrick.biz,brenda.orr@company.com,Service,Service Manager,Full-Time,Probation,2022-10-31,2,Marketing
380,Courtney Solis,Courtney,Solis,1987-04-06,38,Male,Married,Thai,Eurasian,Work Permit (WP),97091365,smithjennifer@bell.com,courtney.solis@company.com,Wholesale,Wholesale Manager,Part-Time,Resigned,2021-10-20,5,IT Support
381,Helen Mccarthy,Helen,Mccarthy,1997-09-10,28,Male,Single,Singaporean,Chinese,Citizen / PR,93729652,wmyers@hotmail.com,helen.mccarthy@company.com,Service,Field Service Technician,Full-Time,Resigned,2016-08-26,15,Legal
382,Jeffery Green,Jeffery,Green,2003-02-23,22,Female,Married,Singaporean,Chinese,Citizen / PR,96311627,rclark@hernandez.com,jeffery.green@company.com,Service,Service Coordinator,Full-Time,Probation,2022-01-03,0,Engineering
383,Gregory Lucas,Gregory,Lucas,1988-02-11,37,Male,Divorced,Singaporean,Eurasian,Citizen / PR,95502343,margaretbarrett@hotmail.com,gregory.lucas@company.com,IT,Project Manager,Contract,Probation,2023-12-18,4,IT Support
384,David Reynolds,David,Reynolds,1971-12-24,54,Female,Single,Bangladeshi,Malay,LTVP,91020475,ajones@young-boyd.net,david.reynolds@company.com,Service,Operations Executive,Part-Time,Resigned,2016-12-17,1,Legal
385,Jennifer Anderson,Jennifer,Anderson,2002-02-17,23,Female,Single,Singaporean,Eurasian,Citizen / PR,91901435,joshua01@martinez.net,jennifer.anderson@company.com,IT,Software Engineer,Contract,Resigned,2019-02-03,7,IT Support
386,Bobby Russell,Bobby,Russell,1979-01-30,46,Male,Single,Singaporean,Eurasian,Citizen / PR,91540889,kimberlylindsey@johnson.com,bobby.russell@company.com,IT,AI Engineer,Full-Time,Resigned,2025-06-19,4,Legal
387,Hailey Brown,Hailey,Brown,1977-06-02,48,Male,Divorced,Others,Indian,S Pass,92591407,cherylmartinez@yahoo.com,hailey.brown@company.com,IT,Database Administrator,Part-Time,Active,2020-01-24,7,Sales
